date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
2015-02-04 17:51:00,23.18,27.272,426,721.25,0.004792988177,1
2015-02-04 17:51:59,23.15,27.2675,429.5,714,0.004783440949,1
2015-02-04 17:53:00,23.15,27.245,426,713.5,0.004779463524,1
2015-02-04 17:54:00,23.15,27.2,426,708.25,0.004771508826,1
2015-02-04 17:55:00,23.1,27.2,426,704.5,0.004756992933,1
2015-02-04 17:55:59,23.1,27.2,419,701,0.004756992933,1
2015-02-04 17:57:00,23.1,27.2,419,701.6666667,0.004756992933,1
2015-02-04 17:57:59,23.1,27.2,419,699,0.004756992933,1
2015-02-04 17:58:59,23.1,27.2,419,689.3333333,0.004756992933,1
2015-02-04 18:00:00,23.075,27.175,419,688,0.00474535072,1
2015-02-04 18:01:00,23.075,27.15,419,690.25,0.004740951897,1
2015-02-04 18:02:00,23.1,27.1,419,691,0.004739370731,1
2015-02-04 18:03:00,23.1,27.16666667,419,683.5,0.004751118756,1
2015-02-04 18:04:00,23.05,27.15,419,687.5,0.004733731797,1
2015-02-04 18:04:59,23,27.125,419,686,0.004714942146,1
2015-02-04 18:06:00,23,27.125,418.5,680.5,0.004714942146,1
2015-02-04 18:07:00,23,27.2,0,681.5,0.00472807795,0
2015-02-04 18:08:00,22.945,27.29,0,685,0.004727951372,0
2015-02-04 18:08:59,22.945,27.39,0,685,0.004745408397,0
2015-02-04 18:10:00,22.89,27.39,0,689,0.004729506156,0
2015-02-04 18:10:59,22.89,27.39,0,689.5,0.004729506156,0
2015-02-04 18:11:59,22.89,27.39,0,689,0.004729506156,0
2015-02-04 18:13:00,22.89,27.445,0,691,0.004739075515,0
2015-02-04 18:14:00,22.89,27.5,0,688,0.004748645166,0
2015-02-04 18:15:00,22.89,27.5,0,689.5,0.004748645166,0
2015-02-04 18:16:00,22.79,27.445,0,689,0.004710224047,0
2015-02-04 18:16:59,22.79,27.5,0,685.6666667,0.004719734999,0
2015-02-04 18:17:59,22.79,27.5,0,687,0.004719734999,0
2015-02-04 18:19:00,22.79,27.5,0,688,0.004719734999,0
2015-02-04 18:20:00,22.745,27.5,0,670,0.004706776158,0
2015-02-04 18:21:00,22.7,27.46333333,0,668.6666667,0.004687543084,0
2015-02-04 18:22:00,22.7,27.5,0,670,0.004693848714,0
2015-02-04 18:23:00,22.7,27.5,0,667,0.004693848714,0
2015-02-04 18:23:59,22.66666667,27.42666667,0,664.5,0.004671707765,0
2015-02-04 18:24:59,22.7,27.6,0,670,0.004711046533,0
2015-02-04 18:26:00,22.6,27.42666667,0,670.3333333,0.004652699459,0
2015-02-04 18:27:00,22.6,27.39,0,672,0.004646432807,0
2015-02-04 18:28:00,22.6,27.35666667,0,658,0.004640735959,0
2015-02-04 18:29:00,22.6,27.445,0,660.5,0.004655832832,0
2015-02-04 18:29:59,22.6,27.42666667,0,658,0.004652699459,0
2015-02-04 18:30:59,22.6,27.445,0,655,0.004655832832,0
2015-02-04 18:32:00,22.6,27.445,0,654.25,0.004655832832,0
2015-02-04 18:33:00,22.6,27.39,0,648,0.004646432807,0
2015-02-04 18:34:00,22.5,27.32333333,0,648.6666667,0.004606763203,0
2015-02-04 18:35:00,22.5,27.445,0,646,0.004627429032,0
2015-02-04 18:36:00,22.5,27.5,0,646,0.004636771567,0
2015-02-04 18:36:59,22.5,27.445,0,641.5,0.004627429032,0
2015-02-04 18:38:00,22.39,27.29,0,639,0.004570212088,0
2015-02-04 18:39:00,22.5,27.5,0,640,0.004636771567,0
2015-02-04 18:40:00,22.39,27.34,0,630.5,0.004578647145,0
2015-02-04 18:40:59,22.39,27.35666667,0,629.3333333,0.004581458881,0
2015-02-04 18:42:00,22.39,27.5,0,632,0.004605640854,0
2015-02-04 18:42:59,22.39,27.5,0,636.5,0.004605640854,0
2015-02-04 18:43:59,22.39,27.5,0,627.5,0.004605640854,0
2015-02-04 18:45:00,22.39,27.39,0,626,0.004587082429,0
2015-02-04 18:46:00,22.39,27.5,0,625.5,0.004605640854,0
2015-02-04 18:47:00,22.34,27.39,0,623.5,0.004573050349,0
2015-02-04 18:48:00,22.39,27.46333333,0,624.6666667,0.00459945459,0
2015-02-04 18:49:00,22.39,27.39,0,622,0.004587082429,0
2015-02-04 18:49:59,22.29,27.39,0,621,0.004559056149,0
2015-02-04 18:51:00,22.34,27.39,0,626.5,0.004573050349,0
2015-02-04 18:52:00,22.29,27.39,0,622,0.004559056149,0
2015-02-04 18:53:00,22.39,27.39,0,620,0.004587082429,0
2015-02-04 18:53:59,22.29,27.39,0,621.5,0.004559056149,0
2015-02-04 18:55:00,22.29,27.35666667,0,616.3333333,0.004553467209,0
2015-02-04 18:55:59,22.29,27.34,0,609,0.004550672777,0
2015-02-04 18:56:59,22.29,27.39,0,614,0.004559056149,0
2015-02-04 18:58:00,22.29,27.34,0,613.5,0.004550672777,0
2015-02-04 18:59:00,22.29,27.34,0,611,0.004550672777,0
2015-02-04 19:00:00,22.29,27.39,0,612,0.004559056149,0
2015-02-04 19:01:00,22.29,27.29,0,608,0.004542289629,0
2015-02-04 19:01:59,22.29,27.29,0,605.5,0.004542289629,0
2015-02-04 19:02:59,22.2675,27.315,0,608.5,0.00454021358,0
2015-02-04 19:04:00,22.2,27.29,0,608.5,0.004517288193,0
2015-02-04 19:05:00,22.245,27.29,0,602.5,0.004529773696,0
2015-02-04 19:06:00,22.2,27.29,0,598,0.004517288193,0
2015-02-04 19:07:00,22.2,27.29,0,595,0.004517288193,0
2015-02-04 19:08:00,22.2,27.29,0,591,0.004517288193,0
2015-02-04 19:08:59,22.245,27.245,0,591,0.004522249994,0
2015-02-04 19:09:59,22.2,27.2,0,595,0.004502282743,0
2015-02-04 19:11:00,22.2,27.29,0,594.3333333,0.004517288193,0
2015-02-04 19:12:00,22.2,27.29,0,593.5,0.004517288193,0
2015-02-04 19:13:00,22.2,27.29,0,592,0.004517288193,0
2015-02-04 19:14:00,22.15,27.245,0,586.5,0.004495971358,0
2015-02-04 19:14:59,22.2,27.2,0,586,0.004502282743,0
2015-02-04 19:15:59,22.15,27.245,0,586,0.004495971358,0
2015-02-04 19:17:00,22.2,27.245,0,584.5,0.004509785378,0
2015-02-04 19:18:00,22.1,27.245,0,584.5,0.004482194677,0
2015-02-04 19:19:00,22.1,27.2,0,585.5,0.00447473827,0
2015-02-04 19:20:00,22.13333333,27.2,0,584.6666667,0.004483903198,0
2015-02-04 19:21:00,22.2,27.2,0,577,0.004502282743,0
2015-02-04 19:21:59,22.1,27.2,0,580,0.00447473827,0
2015-02-04 19:23:00,22.125,27.2,0,582,0.004481610415,0
2015-02-04 19:24:00,22.2,27.2,0,580,0.004502282743,0
2015-02-04 19:25:00,22.1,27.15,0,578,0.004466453581,0
2015-02-04 19:25:59,22.1,27.2,0,576.5,0.00447473827,0
2015-02-04 19:27:00,22.1,27.2,0,580,0.00447473827,0
2015-02-04 19:27:59,22.1,27.2,0,572.5,0.00447473827,0
2015-02-04 19:28:59,22.1,27.2,0,567,0.00447473827,0
2015-02-04 19:30:00,22.1,27.2,0,568,0.00447473827,0
2015-02-04 19:31:00,22.1,27.2,0,574.5,0.00447473827,0
2015-02-04 19:32:00,22.1,27.2,0,564.3333333,0.00447473827,0
2015-02-04 19:33:00,22.1,27.2,0,563,0.00447473827,0
2015-02-04 19:34:00,22.1,27.15,0,564.5,0.004466453581,0
2015-02-04 19:34:59,22.06666667,27.16666667,0,566.3333333,0.004460078092,0
2015-02-04 19:36:00,22.1,27.1,0,562,0.004458169112,0
2015-02-04 19:37:00,22,27.1,0,565.5,0.004430875551,0
2015-02-04 19:38:00,22,27.1,0,570,0.004430875551,0
2015-02-04 19:38:59,22.05,27.15,0,562,0.004452762746,0
2015-02-04 19:40:00,22,27.1,0,560,0.004430875551,0
2015-02-04 19:40:59,22,27.1,0,558,0.004430875551,0
2015-02-04 19:41:59,22,27.1,0,556,0.004430875551,0
2015-02-04 19:43:00,22,27.1,0,557,0.004430875551,0
2015-02-04 19:44:00,21.9175,27.1,0,556.5,0.004408469432,0
2015-02-04 19:45:00,21.945,27.1,0,557.5,0.004415927008,0
2015-02-04 19:46:00,21.92666667,27.1,0,555,0.004410954055,0
2015-02-04 19:46:59,21.89,27.1,0,555,0.004401022967,0
2015-02-04 19:47:59,21.89,27.1,0,553,0.004401022967,0
2015-02-04 19:49:00,21.89,27.1,0,549.5,0.004401022967,0
2015-02-04 19:50:00,21.89,27.1,0,548.5,0.004401022967,0
2015-02-04 19:51:00,21.89,27.1,0,551.5,0.004401022967,0
2015-02-04 19:52:00,21.89,27.1,0,548.5,0.004401022967,0
2015-02-04 19:53:00,21.89,27.1,0,548,0.004401022967,0
2015-02-04 19:53:59,21.89,27.1,0,547.5,0.004401022967,0
2015-02-04 19:54:59,21.89,27.1,0,553,0.004401022967,0
2015-02-04 19:56:00,21.84,27.1,0,547.5,0.004387512361,0
2015-02-04 19:57:00,21.85666667,27.1,0,548.6666667,0.004392011826,0
2015-02-04 19:58:00,21.79,27.1,0,540,0.004374038354,0
2015-02-04 19:59:00,21.79,27.1,0,538,0.004374038354,0
2015-02-04 19:59:59,21.79,27.1,0,542,0.004374038354,0
2015-02-04 20:00:59,21.79,27.1,0,542,0.004374038354,0
2015-02-04 20:02:00,21.79,27.1,0,538,0.004374038354,0
2015-02-04 20:03:00,21.79,27.1,0,537.6666667,0.004374038354,0
2015-02-04 20:04:00,21.79,27.1,0,537.5,0.004374038354,0
2015-02-04 20:05:00,21.79,27.1,0,536,0.004374038354,0
2015-02-04 20:06:00,21.745,27.1,0,534.5,0.004361942969,0
2015-02-04 20:06:59,21.7,27.1,0,532.5,0.004349877098,0
2015-02-04 20:08:00,21.76,27.1,0,530,0.004365971482,0
2015-02-04 20:09:00,21.745,27.05,0,529.5,0.004353838771,0
2015-02-04 20:10:00,21.79,27.05,0,531,0.004365911527,0
2015-02-04 20:10:59,21.73,27,0,533.3333333,0.00434172461,0
2015-02-04 20:12:00,21.745,27,0,531,0.004345734783,0
2015-02-04 20:12:59,21.745,27,0,529,0.004345734783,0
2015-02-04 20:13:59,21.745,27,0,528.5,0.004345734783,0
2015-02-04 20:15:00,21.7,27,0,525,0.004333714056,0
2015-02-04 20:16:00,21.7,27,0,528.5,0.004333714056,0
2015-02-04 20:17:00,21.7,27,0,530.5,0.004333714056,0
2015-02-04 20:18:00,21.7,26.89,0,528,0.004315935673,0
2015-02-04 20:19:00,21.7,26.89,0,526,0.004315935673,0
2015-02-04 20:19:59,21.7,26.89,0,530,0.004315935673,0
2015-02-04 20:21:00,21.7,26.89,0,533.3333333,0.004315935673,0
2015-02-04 20:22:00,21.7,26.89,0,529,0.004315935673,0
2015-02-04 20:23:00,21.7,26.89,0,528,0.004315935673,0
2015-02-04 20:23:59,21.7,26.89,0,526,0.004315935673,0
2015-02-04 20:25:00,21.7,26.89,0,526,0.004315935673,0
2015-02-04 20:25:59,21.7,26.79,0,521,0.004299774383,0
2015-02-04 20:26:59,21.7,26.79,0,518,0.004299774383,0
2015-02-04 20:28:00,21.7,26.79,0,515.5,0.004299774383,0
2015-02-04 20:29:00,21.7,26.79,0,520,0.004299774383,0
2015-02-04 20:30:00,21.7,26.7675,0,523.5,0.004296138207,0
2015-02-04 20:31:00,21.7,26.79,0,525.5,0.004299774383,0
2015-02-04 20:31:59,21.7,26.79,0,525.5,0.004299774383,0
2015-02-04 20:32:59,21.7,26.79,0,514,0.004299774383,0
2015-02-04 20:34:00,21.7,26.7,0,518,0.004285229935,0
2015-02-04 20:35:00,21.7,26.7,0,518,0.004285229935,0
2015-02-04 20:36:00,21.7,26.7,0,520,0.004285229935,0
2015-02-04 20:37:00,21.6,26.7,0,521,0.004258921862,0
2015-02-04 20:38:00,21.6,26.6,0,518,0.004242862037,0
2015-02-04 20:38:59,21.6,26.65,0,517,0.004250891847,0
2015-02-04 20:39:59,21.6,26.6,0,511.5,0.004242862037,0
2015-02-04 20:41:00,21.65,26.65,0,514,0.004264003085,0
2015-02-04 20:42:00,21.6,26.55,0,515.5,0.004234832433,0
2015-02-04 20:43:00,21.6,26.5,0,517,0.004226803035,0
2015-02-04 20:44:00,21.6,26.5,0,515,0.004226803035,0
2015-02-04 20:44:59,21.6,26.5,0,512,0.004226803035,0
2015-02-04 20:45:59,21.6,26.5,0,515,0.004226803035,0
2015-02-04 20:47:00,21.65,26.55,0,511,0.004247893803,0
2015-02-04 20:48:00,21.6,26.5,0,514,0.004226803035,0
2015-02-04 20:49:00,21.6,26.445,0,508,0.004217970935,0
2015-02-04 20:50:00,21.6,26.4725,0,509.75,0.004222386954,0
2015-02-04 20:51:00,21.6,26.445,0,508.75,0.004217970935,0
2015-02-04 20:51:59,21.6,26.445,0,508.5,0.004217970935,0
2015-02-04 20:53:00,21.6,26.39,0,507,0.004209139085,0
2015-02-04 20:54:00,21.6,26.39,0,507,0.004209139085,0
2015-02-04 20:55:00,21.6,26.39,0,503.5,0.004209139085,0
2015-02-04 20:55:59,21.6,26.39,0,504,0.004209139085,0
2015-02-04 20:57:00,21.6,26.39,0,504,0.004209139085,0
2015-02-04 20:57:59,21.575,26.315,0,500.5,0.004190637126,0
2015-02-04 20:58:59,21.6,26.29,0,500,0.004193081813,0
2015-02-04 21:00:00,21.6,26.29,0,503.5,0.004193081813,0
2015-02-04 21:01:00,21.55,26.245,0,503,0.004172982022,0
2015-02-04 21:02:00,21.55,26.245,0,502.5,0.004172982022,0
2015-02-04 21:03:00,21.5,26.2,0,502,0.00415296201,0
2015-02-04 21:04:00,21.56666667,26.2,0,502,0.004170059149,0
2015-02-04 21:04:59,21.5,26.2,0,502.5,0.00415296201,0
2015-02-04 21:06:00,21.5,26.2,0,497,0.00415296201,0
2015-02-04 21:07:00,21.5,26.15,0,501.5,0.004144983695,0
2015-02-04 21:08:00,21.5,26.15,0,504,0.004144983695,0
2015-02-04 21:08:59,21.5,26.1,0,501,0.004137005583,0
2015-02-04 21:10:00,21.5,26.1,0,493.75,0.004137005583,0
2015-02-04 21:10:59,21.5,26.1,0,500,0.004137005583,0
2015-02-04 21:11:59,21.5,26.1,0,504.5,0.004137005583,0
2015-02-04 21:13:00,21.5,26.05,0,504,0.004129027675,0
2015-02-04 21:14:00,21.5,26.1,0,501,0.004137005583,0
2015-02-04 21:15:00,21.5,26,0,499,0.004121049969,0
2015-02-04 21:16:00,21.5,26,0,502,0.004121049969,0
2015-02-04 21:16:59,21.5,26,0,503.5,0.004121049969,0
2015-02-04 21:17:59,21.5,26,0,500.6666667,0.004121049969,0
2015-02-04 21:19:00,21.5,26,0,493,0.004121049969,0
2015-02-04 21:20:00,21.5,26,0,492.5,0.004121049969,0
2015-02-04 21:21:00,21.5,26,0,493,0.004121049969,0
2015-02-04 21:22:00,21.5,25.89,0,495.5,0.004103499733,0
2015-02-04 21:23:00,21.5,26,0,492.6666667,0.004121049969,0
2015-02-04 21:23:59,21.5,26,0,490,0.004121049969,0
2015-02-04 21:24:59,21.5,25.92666667,0,493,0.004109349703,0
2015-02-04 21:26:00,21.5,25.89,0,494.6666667,0.004103499733,0
2015-02-04 21:27:00,21.5,25.89,0,496,0.004103499733,0
2015-02-04 21:28:00,21.5,25.89,0,491,0.004103499733,0
2015-02-04 21:29:00,21.5,25.84,0,490.5,0.004095522678,0
2015-02-04 21:29:59,21.5,25.84,0,490,0.004095522678,0
2015-02-04 21:30:59,21.5,25.89,0,491,0.004103499733,0
2015-02-04 21:32:00,21.5,25.89,0,491.6666667,0.004103499733,0
2015-02-04 21:33:00,21.5,25.89,0,493.5,0.004103499733,0
2015-02-04 21:34:00,21.4725,25.865,0,493.75,0.00409256777,0
2015-02-04 21:35:00,21.5,25.84,0,490,0.004095522678,0
2015-02-04 21:36:00,21.5,25.79,0,488,0.004087545827,0
2015-02-04 21:36:59,21.5,25.79,0,490,0.004087545827,0
2015-02-04 21:38:00,21.5,25.79,0,487,0.004087545827,0
2015-02-04 21:39:00,21.445,25.745,0,492.5,0.004066555607,0
2015-02-04 21:40:00,21.445,25.745,0,493.5,0.004066555607,0
2015-02-04 21:40:59,21.46333333,25.76,0,493.3333333,0.004073542304,0
2015-02-04 21:42:00,21.445,25.745,0,488,0.004066555607,0
2015-02-04 21:42:59,21.5,25.79,0,487.5,0.004087545827,0
